created_at,user_id_str,id_str,lang,location,description,full_text,user_screen_name,user_name,followers_count,normal_followers_count,fast_followers_count,favourites_count,friends_count,media_count,statuses_count,retweeted,retweet_count,favorited,favorite_count
Fri May 11 17:03:03 +0000 2018,111674095,994986254805630976,en,"Headquarters: West Chester, PA","Using #HR, Payroll, Benefits, and Time Management #technology to help our clients manage the employee lifecycle, no matter the organization’s size.",The National Federation of Independent Business is seeing a ‘record level’ of #smallbusinesses growing their #profits. Click here to find out what is causing #smallbiz to do so well: https://t.co/B8oR1LBVFe https://t.co/yZCeDFJnFf,PrimePay,PrimePay,1977,1977,0,1841,2192,16607,25512,False,0,False,0
Fri May 11 19:08:17 +0000 2018,953999613018673152,995017768327176193,en,"1 First St NE, Washington, DC","Not real #SCOTUS.
Send complains to Representatives/Senators.
https://t.co/rGT29MSZi3

Animated #SupremeCourt oral arguments. #cartoon","The #SCOTUSToons video for the court's opinion in National Federation of Independent Business v. Sebelius is still being blocked by @CBS so if you want to see it you'll have to go to the @internetarchive
https://t.co/4rlPRCNQiy",scotusToons,SCOTUS-Toons,1305,1305,0,91,10,940,1400,False,0,False,0
Fri May 11 19:21:14 +0000 2018,35094107,995021026697281537,en,"Farmington Hills, MI, USA",Traveling JDE World Developer and feline furniture.,@scotusToons @CBS @internetarchive Is @cbs blocking it or is a @YouTube algorithm blocking it on their behalf?,turner97,Larry Ackerman,131,131,0,3212,269,183,2228,False,0,False,0
Fri May 11 21:10:48 +0000 2018,17563655,995048600462811136,en,"Austin, Texas",Keeping you up to date with insider politics from the Lone Star State.,"Texas Insider Report: AUSTIN, Texas – Attorney General Ken Paxton today intervened in a lawsuit filed by the National Federation of Independent Business,... https://t.co/3bDrzZPQ8w",texasinsider,Texas Insider,16361,16361,0,45604,9636,2597,62021,False,0,False,0
Sat May 12 00:00:00 +0000 2018,953999613018673152,995091181687062529,en,"1 First St NE, Washington, DC","Not real #SCOTUS.
Send complains to Representatives/Senators.
https://t.co/rGT29MSZi3

Animated #SupremeCourt oral arguments. #cartoon","NEW VIDEO: National Federation of Independent Business v. Sebelius
https://t.co/gRwRmM2bKG
#SCOTUS #SCOTUSToons #AffordableCareAct #Obamacare #healthcare",scotusToons,SCOTUS-Toons,1305,1305,0,91,10,940,1400,False,0,False,1
Sat May 12 13:00:02 +0000 2018,953999613018673152,995287485507829760,en,"1 First St NE, Washington, DC","Not real #SCOTUS.
Send complains to Representatives/Senators.
https://t.co/rGT29MSZi3

Animated #SupremeCourt oral arguments. #cartoon","NEW VIDEO: Opinion in National Federation of Independent Business v. Sebelius
https://t.co/hvaHN84Nv0
#SCOTUS #SCOTUSToons #AffordableCareAct #Obamacare #healthcare",scotusToons,SCOTUS-Toons,1305,1305,0,91,10,940,1400,False,0,False,0
Mon May 14 14:07:08 +0000 2018,866319951728193540,996029144470310913,en,,,"Small Business Earnings, Optimism Hit Yet Another High: The National Federation of Independent Business released a report last week revealing historic highs for small business optimism and earnings. “Consumer spending, the new tax law &amp; lower regulatory @ https://t.co/6OVcAZtGr8 https://t.co/06JtRp2aRS",ElliottGroupTN,TheElliottGroup,259,259,0,7,1117,528,549,False,0,False,0
Tue May 15 00:24:49 +0000 2018,129354604,996184590367756288,en,"ÜT: 38.626625,-90.199418",Children. Education. Innovation. Founding Executive Director Missouri Charter Public School Commission. Tweets are mine.,"""Half of small business owners say they can't find enough qualified workers for open positions, according to a National Federation of Independent Business survey this week. Almost a quarter say it's the biggest problem for their businesses."" 

https://t.co/4rgnTQUvsn",rgwahby,Robbyn Wahby,2981,2981,0,5458,2028,1087,21492,False,0,False,0
Tue May 15 17:57:22 +0000 2018,40910713,996449475148288000,en,"Bridgewater, MA","Land Use, Contracts, Real Estate, Affordable and Multi-family Housing, Business Law, Estate Planning (Wills, Trusts, etc)","Congratulations to Attorney Pellegrini who was appointed to the NFIB (National Federation of Independent Business) Leadership Council today!
#Massachusetts #SmallBusiness",rrpesq,Robert,82,82,0,6,57,1,254,False,0,False,2
Tue May 15 18:26:32 +0000 2018,476134543,996456813657604096,en,,"Former Member of the AL House of Representatives, Dist. 15. Married to Muriel for 48 yrs. We have 3 daughters and 9 grands. Love gospel music and Jesus.",I am privileged and humbled to have received the endorsement of “The National Federation of Independent Business” for the 2018 election. NFIB is Alabama’s largest small business advocacy. God Bless America!!!,JAllenFarley,Allen Farley,2817,2817,0,10648,575,338,7806,False,2,False,7
Tue May 15 22:20:06 +0000 2018,385442203,996515594622128129,en,,"Married to my smokin hot husband, Allen for 48 yrs. Retired cops wife.We have 3 daughters & 9 grands.I am a follower of Jesus love spending time with my family.",@RepAllenFarley So proud of this endorsement for my husband.,murielfarley,Muriel,221,221,0,2065,566,115,2171,False,0,False,0
Tue May 15 20:33:43 +0000 2018,170073045,996488822094315520,en,"Hanford, CA",The official Twitter account for all the news and information regarding the Andy Vidak for California State Senate Campaign.    559.425.8487,"Proud to announce the endorsements of the National Federation of Independent Business (NFIB), the Fresno Chamber of Commerce and the Greater Bakersfield Chamber of Commerce. https://t.co/xJKesY9avP",Vidak4Senate,Andy Vidak,840,840,0,11,1106,42,127,False,1,False,8
Wed May 16 17:19:15 +0000 2018,707085389,996802269277577220,en,"Taunton, MA","YOUR Independent Wine Concierge!
Follow me to learn about our exclusive commitment to Clean Crafted wines.  Chemical FREE and no added sugar wines.",Congratulations @rrpesq for being appointed to the NFIB (National Federation of Independent Business) Leadership Council https://t.co/HuYEY5Yce7,firewalkermaz,Mitchell Zucker,389,389,0,3102,587,167,1453,False,0,False,0
Tue May 15 20:12:55 +0000 2018,18773159,996483587049492481,en,,"Husband, Father of two amazing daughters, Small Businessman and Soldier. Congressman - 10th District (PA).","Our small businesses are thriving, which means bigger paychecks for working families in the Susquehanna Valley. https://t.co/Tdx9NlHCEI",RepScottPerry,RepScottPerry,81109,81109,0,325,3041,1630,4328,False,6,False,17
Wed May 16 19:37:55 +0000 2018,862503882152456192,996837165559664642,en,United States,Mostly just the conversations I'm having in my head in tweet form.,@RepScottPerry @GOPLeader The tiny print at the bottom links to a Bloomberg article that is using the National Federation of Independent Business for it's data. The NFIB lobbies exclusively for GOP legislation and against Dem legislation. In 2010 25 members of the NFIB were elected as GOP Congressmen.,ChesterAArthur0,Blank 🥦,146,146,0,20014,4,1656,14863,False,0,False,0
Wed May 16 22:08:50 +0000 2018,4913353622,996875145556905984,en,,"The premier job search resource for political, policy, non-profit and remote jobs.","Job Opportunity!

National Federation of Independent Business (NFIB) seeks a Manager of Government Relations based in Washington D.C. @NFIB

https://t.co/csXD3fcclu",DaybookJobs,Daybook,15816,15816,0,293,8858,67,23562,False,0,False,0
Thu May 17 06:50:47 +0000 2018,106331667,997006499040854016,en,"Boston, MA","I retweet various tweets because I feel they are worth seeing/reading/hearing Proudly raised in New Hampshire,  registered as undeclared voter 🇺🇸  🇮🇪 🇺🇦","Chris Sununu's 1 big endorsement  the National Federation of Independent Business. who endorsed NH 1st female Candidate for Congress Jennifer Horn ? Family Research Council, Susan B. Anthony List, Catholic Families USA, Sununu too wishy washy for True Conservatives #nhpolitics https://t.co/1nCesw7KIt",griffbos,MikeofBoston 🇺🇦,2704,2704,0,35163,2626,4757,185371,False,1,False,0
Fri May 18 01:26:15 +0000 2018,1543524438,997287215737651200,en,"Austin, TX",If you believe that a thriving Small Business and Entrepreneurial community makes ATX strong then support it by retweeting us!,Viewpoint: Why the National Federation of Independent Business is fighting Austin's sick-leave mandate https://t.co/4Glw2UGKCt,ATXSmallBz,Gabriel Foster,752,752,0,2,797,2,50263,False,0,False,0
Fri May 18 01:26:16 +0000 2018,940317750827896833,997287219688751105,en,"Dallas, TX","Providing the ""Best"" Managed IT Services in Dallas for 15+ years! Contact us at (972) 332-1233 for more information about our 24/7 services!",Viewpoint: Why the National Federation of Independent Business is fighting Austin's sick-leave mandate https://t.co/cvgogpwUnm,best365help,Best Office 365 Help - Dallas,48,48,0,0,867,80,1796,False,0,False,0
Fri May 18 10:00:07 +0000 2018,24037404,997416534497783808,en,"Austin, Texas ",The Austin Business Journal: The business authority for Central Texas. Follow @ABJEvents for info about upcoming events and awards.,Viewpoint: Why the National Federation of Independent Business is fighting Austin's sick-leave mandate https://t.co/LBdZ1E8pF8 https://t.co/7c1i8wn5FH,MyABJ,AustinBizJournal,57033,57033,0,1086,2548,10169,56008,False,0,False,1
Sat May 06 18:15:04 +0000 2023,24037404,1654912681835462656,en,"Austin, Texas ",The Austin Business Journal: The business authority for Central Texas. Follow @ABJEvents for info about upcoming events and awards.,Check out the latest restaurant and retail tenants  https://t.co/1YOXV6lmAJ,MyABJ,AustinBizJournal,57033,57033,0,1086,2548,10169,56008,False,0,False,0
Fri May 18 16:55:00 +0000 2018,27702749,997520943655411718,en,"Austin, Texas","TPPF is a non-profit, non-partisan research institute dedicated to liberty, free enterprise, & personal responsibility. #txlege",Why the National Federation of Independent Business is fighting Austin's sick-leave mandate: https://t.co/xShvVy8hfK @robhenneke #txlege #ATX,TPPF,Texas Public Policy Foundation,24130,24130,0,13003,1893,3252,23230,False,1,False,1
Fri May 18 20:00:07 +0000 2018,24037404,997567527508160513,en,"Austin, Texas ",The Austin Business Journal: The business authority for Central Texas. Follow @ABJEvents for info about upcoming events and awards.,Viewpoint: Why the National Federation of Independent Business is fighting Austin's sick-leave mandate https://t.co/La6JtSUTTD https://t.co/2yewtYlY0g,MyABJ,AustinBizJournal,57033,57033,0,1086,2548,10169,56008,False,0,False,1
Sat May 06 18:15:04 +0000 2023,24037404,1654912681835462656,en,"Austin, Texas ",The Austin Business Journal: The business authority for Central Texas. Follow @ABJEvents for info about upcoming events and awards.,Check out the latest restaurant and retail tenants  https://t.co/1YOXV6lmAJ,MyABJ,AustinBizJournal,57033,57033,0,1086,2548,10169,56008,False,0,False,0
Sat May 19 21:00:07 +0000 2018,24037404,997945017493786624,en,"Austin, Texas ",The Austin Business Journal: The business authority for Central Texas. Follow @ABJEvents for info about upcoming events and awards.,Viewpoint: Why the National Federation of Independent Business is fighting Austin's sick-leave mandate https://t.co/4HERtRzj9N https://t.co/zBDnrbuExa,MyABJ,AustinBizJournal,57033,57033,0,1086,2548,10169,56008,False,0,False,2
Sat May 06 18:15:04 +0000 2023,24037404,1654912681835462656,en,"Austin, Texas ",The Austin Business Journal: The business authority for Central Texas. Follow @ABJEvents for info about upcoming events and awards.,Check out the latest restaurant and retail tenants  https://t.co/1YOXV6lmAJ,MyABJ,AustinBizJournal,57033,57033,0,1086,2548,10169,56008,False,0,False,0
Sun May 20 13:34:21 +0000 2018,46229892,998195222554267649,en,,"24 years of leadership in management, sales, and marketing. Background: media, telecommunications, and the business association industry.",Happy 75th Day of Birthness! National Federation of Independent Business (NFIB) https://t.co/UwtHBJEtqR,bartmaster,Bart Bruns,93,93,0,278,118,8,442,False,0,False,0
Sun May 20 18:44:58 +0000 2018,1562042179,998273391407878149,en,Alabama,"GOP member of Alabama House of Representatives - District 44 (Trussville, Clay, Pinson); Chairman, Ways & Means Education. I block anonymous accounts",Pleased to receive the endorsement of the National Federation of Independent Business!  Proud to have a 100% voting record on issues relating to small businesses and small business owners all across Alabama.  #alpolitics https://t.co/BtzNc27DhN,DannyGarrett44,Rep. Danny Garrett,2287,2287,0,3953,412,875,4232,False,0,False,10
Mon May 21 15:01:06 +0000 2018,393629163,998579444703952896,en,Westlake Ohio,"McManamon & Co., LLC is a full-service firm that delivers a commonsense approach to accounting, tax and business consulting services.","According to the National Federation of Independent Business, small business profits are higher than ever and business owners' optimism is also soaring. This week, we're highlighting some of the NFIB's findings, and giving you tips on boosting your #smallbiz profits. #McManamonCo",McManamonCPAs,"McManamon & Co., LLC",69,69,0,0,139,291,3454,False,0,False,1
Tue May 22 14:46:20 +0000 2018,1566168337,998938114231070720,en,,"What makes me special? Nothing in my opinion. It's up to you. I'm a mature man, a proud dad. Pray for the Ukraine. Leafs, Raptors and Blue Jays fan.","The National Federation of Independent Business found that small business ranks labor shortages as the biggest concern for the first time since 2000. There are serious risks to the broader economy if we don’t solve this, as evidenced by Japan where the un…https://t.co/C2XLdvPDVt",Whatalife993,Theheartofalioner 🇨🇦,726,726,0,55244,1530,5363,21616,False,0,False,1
Tue May 22 16:56:14 +0000 2018,104713697,998970805282377729,en,"Pennsylvania, USA","National public service for legislative tracking and data API; both free and subscription offerings with advanced monitoring, research, and reporting tools.","SR358 [Passed] Recognizing the week of May 20 through 26, 2018, as ""National Federation of Independent Business W... https://t.co/MsxoYxI0Aw",LegiScanPA,LegiScan PA,500,500,0,0,1,0,87832,False,0,False,1
Fri May 25 15:28:02 +0000 2018,71020720,1000035773364584449,en,DC,"“Life calls the tune, we dance.” 
― John Galsworthy","Excited to check out this event next month for the first time with Melissa Miller, Tiffany Hallett and Frank Humada! We have two clients who are on the Red Hot List: National Federation of Independent Business (NFIB) and Associatio…https://t.co/n73S5CF6aP https://t.co/fAXhBrXUQR",LFMCheyne,Lindsay M. Cheyne,483,483,0,1208,1987,72,4421,False,0,False,0
Tue May 29 17:20:42 +0000 2018,161340750,1001513675289743360,en,"Austin, Texas",Stay current on reports of legislative interest and information about the legislative process in Texas. Provided by the Legislative Reference Library of Texas.,A popular request from last week's Current Articles explains the National Federation of Independent Business' position on regulatory mandates imposed by local governments. The #txlege community can request Current Articles using our online form: https://t.co/B5WagkHDP1 https://t.co/tjFHoyF6HX,TexasLRL,Legislative Library,5303,5303,0,125,649,135,3298,False,2,False,1
Wed May 30 18:50:48 +0000 2018,2332944960,1001898738942709766,en,,Using data to highlight great Texas government communication. From @measuredvoice,@TexasLRL Congratulations on writing a great TX Gov Tweet! https://t.co/ILG9sgkOLy (Ranked 14th for May 29.),TXGovTweets,TXGovTweets,739,739,0,1,5,0,72058,False,0,False,0
Thu May 31 20:24:37 +0000 2018,48769276,1002284737107562496,en,,Never ascribe to malice what can easily be explained by incompetence.,"WSJ: A Record Month For Wage Increases

The highest number of small firms lifting wages in the history of the survey conducted by National Federation of Independent Business (NFIB) since they started asking about it in 1986.",bansisharma,Sharma,6009,6009,0,75161,3153,5794,158510,False,0,False,0
Fri Jun 01 16:43:02 +0000 2018,71020720,1002591360451522562,en,DC,"“Life calls the tune, we dance.” 
― John Galsworthy",One of my favorite case studies from our talented National Federation of Independent Business (NFIB) team at imagination. Talk about a bleeding edge annual report + magazine concept. #awardwinner #bestinclass #imagination https://t.co/jFXROVTd43 https://t.co/rBS4SD65uy,LFMCheyne,Lindsay M. Cheyne,483,483,0,1208,1987,72,4421,False,0,False,0
Fri Jun 01 19:25:20 +0000 2018,132673656,1002632207570210816,en,USA,networking and sharing good news,"In The Wall Street Journal, James Freeman reports that “the number of small companies raising wages hit a record high in the U.S. this month,” according to a new National Federation of Independent Business... https://t.co/zyxHhz5eLs",homesteadtvmaga,vilma,190,190,0,7329,384,6628,31759,False,0,False,1
Sat Jun 02 19:16:00 +0000 2018,19739126,1002992243953713152,en,"Bakersfield, CA",Speaker of the House and Representative of California's 20th District in the House of Representatives.,"""The number of small companies raising wages hit a record high in the U.S. this month."" #TaxReform #MAGA https://t.co/lRS2Xr6uyb",SpeakerMcCarthy,Kevin McCarthy,2534755,2534755,0,2318,1485,3454,22286,False,53,False,175
Sat Jun 02 19:22:17 +0000 2018,955762757932068864,1002993825336430594,en,xxxxxxxx,"😬 Yeah. NFG......
Chickens are my thing..
Digger of History..
PLC programming is like climbing a ladder..
Former FC..
Feed me wagyu to make me 🙂","@DunnProsperity @GOPLeader National Federation of Independent Business employment survey

Or NFIB",TrumpWon1777,🇺🇸 MidWest 🍲,523,523,0,77244,768,4489,42206,False,0,False,0
Sun Jun 03 16:14:56 +0000 2018,14211035,1003309065236353026,en,Missouri,"Retired scientist, restauranteur and tech junkie. mostly I tweet news articles I find interesting or important; with occasional commentary.",The number of small companies raising wages hit a record high in the U.S. this month. That’s according to the latest National Federation of Independent Business employment survey https://t.co/a5KkqKGD4J,rehafer,Bob Hafer 🍊,281,281,0,91200,188,78,77716,False,0,False,0
Sun May 07 16:10:13 +0000 2023,14211035,1655243649528070144,it,Missouri,"Retired scientist, restauranteur and tech junkie. mostly I tweet news articles I find interesting or important; with occasional commentary.",US Consumer Price Data to Test Feared Stagflation Scenario https://t.co/aKf0dxB3Kc,rehafer,Bob Hafer 🍊,281,281,0,91200,188,78,77716,False,0,False,0
Mon Jun 04 17:42:14 +0000 2018,55677432,1003693424514600960,en,"Baton Rouge, LA",Gastroenterologist currently serving the people of Louisiana in the U.S. Senate,"Another step in the right direction: ""The number of small companies raising wages hit a record high in the U.S. [in May]. That’s according to the latest National Federation of Independent Business employment survey"" https://t.co/9cfO2uMBP5",BillCassidy,"Bill Cassidy, M.D.",46814,46814,0,171,1262,1233,7532,False,3,False,3
Mon Jun 04 17:54:41 +0000 2018,4040041341,1003696555478614016,en,,How do I know God is a Tar Heel fan? Because He made the sky Carolina blue! Sweet tea snob.,"@BillCassidy And 10 steps in the wrong direction! POTUS w\his daily barrage of lies, attacks on our institutions &amp; Constitution, corruption in WH\cabinet, our closest allies calling us out, 4,500+ dead in PR, Flint needs water, kids torn from parents &amp; YOU stay silent! Honor you oath!",73SNAngel,Shannon Angel,4957,4957,0,628731,5361,7195,197052,False,0,False,0
Tue Jun 05 13:55:59 +0000 2018,25073877,1003998873004773376,en,"Washington, DC",45th President of the United States of America🇺🇸,"Terrific new book out by the wonderful Harris Faulkner, “9 Rules of Engagement.” Harris shares lessons from a military family. Enjoy!",realDonaldTrump,Donald J. Trump,87077103,87077103,0,0,51,4973,59132,False,5200,False,31287
Tue Jun 05 13:55:59 +0000 2018,25073877,1003998873004773376,en,"Washington, DC",45th President of the United States of America🇺🇸,"Terrific new book out by the wonderful Harris Faulkner, “9 Rules of Engagement.” Harris shares lessons from a military family. Enjoy!",realDonaldTrump,Donald J. Trump,87077103,87077103,0,0,51,4973,59132,False,5200,False,31287
Tue Jun 05 13:56:29 +0000 2018,23592389,1003998999471382533,en,A place called Illinois ,"31
https://t.co/2EMK3cNbDm",@realDonaldTrump Will you just shut up and work?!?!,lipkinlip,lipkinlip,948,948,0,99657,410,1145,337565,False,9,False,210
Tue Jun 05 19:45:05 +0000 2018,15444711,1004086728586596352,en,Florida,The official Twitter account of the Republican Party of Florida.  http://t.co/2BDOkpM3tx,"According to the National Federation of Independent Business, 35% of small business owners increased compensation last month. 💵 Wages are rising for American workers thanks to Republican tax reform and our strengthening economy! https://t.co/mYa1eMoUEj",FloridaGOP,Florida GOP,64123,64123,0,231,2499,4159,19908,False,5,False,12
Thu Jun 07 20:22:03 +0000 2018,193785098,1004820806344630275,en,Estados Unidos,Abogado en Ejercicio. Experto en Materia de Seguridad.,@FloridaGOP LET'S GO WITH EVERYTHING,yeitsons,Héctor Pinto,647,647,0,2271,2341,401,4077,False,0,False,0
Wed Jun 06 00:10:50 +0000 2018,333049222,1004153605031538689,en,Oregon,"professional dissenter; republican that pounces. alum: @Evergreen_OR, @ORSenateGOP & @TLFOregon.

opinions are my own","National Federation of Independent Business endorses small business owner turned pro-business candidate, Shelly Boshart Davis for House District 15. #SBD4HD15 @BoshartDavisAg https://t.co/dAMySZM51N",drudraper,Dru Draper,1607,1607,0,12995,2638,225,3228,False,0,False,7
Thu Jun 07 16:21:01 +0000 2018,14475720,1004760149234475010,en,"Philadelphia, PA","Storytelling with a Purpose. Public Relations Consultant for Entrepreneurs & Start-ups, Sports & Entertainment, Tech clients since 1999. 📺🎙️📹💻🏟️🎥📱📝","I was fortunate to have ""double-duty"" yesterday, as I co-hosted with Patty Tawadros, founder of @StudioXPHL, discussed ""fake news,"" and interviewed William Dunkelberg, Chief Economist for the National Federation of Independent Business since 1971, at the studios of @PhillyCAM. https://t.co/S7a9edtqET",jhd16,Jim DeLorenzo,1390,1390,0,45004,1300,4991,25054,False,1,False,0
Sat May 06 19:42:24 +0000 2023,14475720,1654934659455754241,zxx,"Philadelphia, PA","Storytelling with a Purpose. Public Relations Consultant for Entrepreneurs & Start-ups, Sports & Entertainment, Tech clients since 1999. 📺🎙️📹💻🏟️🎥📱📝",https://t.co/ZBuuIiHjeu,jhd16,Jim DeLorenzo,1390,1390,0,45004,1300,4991,25054,False,0,False,0
Fri Jun 08 10:16:05 +0000 2018,759251,1005030697608859648,en,,"It’s our job to #GoThere & tell the most difficult stories. For breaking news, follow @CNNBRK and download our app https://t.co/ceNBoNi8y6","The Trump administration won't defend central provisions of the Affordable Care Act, saying in a legal filing that key parts of the Affordable Care Act should be invalidated and that the individual mandate is unconstitutional https://t.co/YuZc5Dl7XA https://t.co/a1UQ6BFLh8",CNN,CNN,61408069,61408069,0,1377,1093,185504,405675,False,188,False,180
Fri Jun 08 10:36:03 +0000 2018,4829661183,1005035723655991296,en,"Washington, DC",Here to laugh as Elon Musk shits hits whole ass on Twitter.,"@CNN In actual reality, however, the individual mandate was held to be CONSTITUTIONAL.

See National Federation of Independent Business v. Sebelius, 567 U.S. 519 (2012)",OMG_PONIES,OMG! Ponies! Chief Twit Pro Tem.,353,353,0,6074,388,2202,18846,False,1,False,3
Fri Jun 08 18:49:58 +0000 2018,40910713,1005160020848373760,en,"Bridgewater, MA","Land Use, Contracts, Real Estate, Affordable and Multi-family Housing, Business Law, Estate Planning (Wills, Trusts, etc)","Next time you see Attorney Pellegrini, congratulate him on being appointed to the NFIB (National Federation of Independent Business) Leadership Council!!",rrpesq,Robert,82,82,0,6,57,1,254,False,0,False,1
Fri Jun 08 19:01:47 +0000 2018,3426240221,1005162993133465602,en,"Bridgewater, MA; Newton, MA; Plymouth, MA","A multi-practice law firm specializing in real estate, estate planning, title curation and business law.","Next time you see Attorney Pellegrini, congratulate him on being appointed to the NFIB (National Federation of Independent Business) Leadership Council!! #Massachusetts #SmallBusiness",pklawfirm,PK Boston Law Firm,99,99,0,175,130,16,168,False,0,False,1
Wed Jun 06 09:56:59 +0000 2018,745961496757284865,1004301113603043330,ro,,The 2022 Blue Wave 🌊to Save Democracy!!!!!!,@SailingCarol @ikerepublican @WirelessPuppet @smileyt22 @MarenHofstad @torrentprime @PWM62 @LiberalDemIda @studiohq @CKeefeShea @ClarenceMack3 @lizlogan76 @dthomicide @MzDivah67 @SallyAlbright @Deemoney521 @xdelmar59 @56jaytee @Darcman @CNN @DNC @TomPerez @NancyPelosi @chuckschumer @BernieSanders @Corinne4Hillary Bernie’s anti-establishment Kevin De León crushed by a thunderous victory by Diane Feinstein. Voters issue strong rebuke of Bernie Sanders and De León’s negative campaign. https://t.co/y1W1IU3a1N,sss3fnm,East Coast Blue,3407,3407,0,57149,4130,86,9653,False,40,False,86
Wed Jun 06 10:45:23 +0000 2018,1539564943,1004313293950013440,en,ohio,Democrat always.Long https://t.co/5SznYwmgFu.XU https://t.co/eWcAH5fCnB my career. CLIMATE Science is real&in https://t.co/K6tLOYM1QU. RESTORE VRA!NO DM!,"@sss3fnm @dthomicide @SailingCarol @ikerepublican @WirelessPuppet @smileyt22 @MarenHofstad @torrentprime @PWM62 @LiberalDemIda @studiohq @CKeefeShea @ClarenceMack3 @lizlogan76 @MzDivah67 @SallyAlbright @Deemoney521 @xdelmar59 @56jaytee @Darcman @CNN @DNC @TomPerez @NancyPelosi @chuckschumer @BernieSanders @Corinne4Hillary I am a woman in my 60s,full disclosure. I find it tacky that a large part of HRC’s defeat,anti Pelosi rhetoric,anti Diane is putting out to pasture older competent women. Often in favor of elderly white guys who don’t have these women’s experience",suekhi,Suki 🐝 Ban Assault Weapons,25733,25733,0,283825,22382,763,761566,False,53,False,167
Wed Jun 06 11:30:30 +0000 2018,1539564943,1004324648769769472,en,ohio,Democrat always.Long https://t.co/5SznYwmgFu.XU https://t.co/eWcAH5fCnB my career. CLIMATE Science is real&in https://t.co/K6tLOYM1QU. RESTORE VRA!NO DM!,"@MaggieDog01 @sss3fnm @dthomicide @SailingCarol @ikerepublican @WirelessPuppet @smileyt22 @MarenHofstad @torrentprime @PWM62 @LiberalDemIda @studiohq @CKeefeShea @ClarenceMack3 @lizlogan76 @MzDivah67 @SallyAlbright @Deemoney521 @xdelmar59 @56jaytee @Darcman @CNN @DNC @TomPerez @NancyPelosi @chuckschumer @BernieSanders @Corinne4Hillary Bernie supporters could have researched,the 60s activist they thought Bernie was, was actually HRC. If HRC seemed school marmish it was because she did homework&amp;did not over promise. We need a regulated strong financial underpinning. Can’t just blow it up",suekhi,Suki 🐝 Ban Assault Weapons,25733,25733,0,283825,22382,763,761566,False,21,False,82
Fri Jun 08 19:13:29 +0000 2018,4539623059,1005165939451572224,en,,"Both parties are right-wing, racist capitalists. Bernie sold out the left. Progressives ARE democrats, piss off! He/Him. Socialist. Anti-capitalist!!","@smileyt22 @PWM62 @suekhi @MaggieDog01 @sss3fnm @dthomicide @SailingCarol @ikerepublican @WirelessPuppet @MarenHofstad @torrentprime @LiberalDemIda @studiohq @CKeefeShea @ClarenceMack3 @lizlogan76 @MzDivah67 @SallyAlbright @Deemoney521 @xdelmar59 @56jaytee @Darcman @CNN @DNC @TomPerez @NancyPelosi @chuckschumer @BernieSanders @Corinne4Hillary Obama's healthcare plan does two things: doesn't cover everyone as would single payer, and it makes CEOs extremely rich (single payer wouldn't). https://t.co/covdtLHK4k",OccupyTheDems,Occupy the democrats,1255,1255,0,33583,865,3791,106289,False,0,False,1
Fri Jun 08 19:16:07 +0000 2018,1934964421,1005166600734035969,en,,,"@OccupyTheDems @smileyt22 @PWM62 @suekhi @MaggieDog01 @sss3fnm @dthomicide @SailingCarol @WirelessPuppet @MarenHofstad @torrentprime @LiberalDemIda @studiohq @CKeefeShea @ClarenceMack3 @lizlogan76 @MzDivah67 @SallyAlbright @Deemoney521 @xdelmar59 @56jaytee @Darcman @CNN @DNC @TomPerez @NancyPelosi @chuckschumer @BernieSanders @Corinne4Hillary But guess what? Obama's healthcare plan covered more than were previously covered (and would have covered more had red states done the logical thing with Medicaid expansion), and Obama's healthcare plan was able to squeak into existence. Single payer would not have.",ikerepublican,Lois Newton,975,975,0,112301,471,1972,155306,False,1,False,1
Fri Jun 08 19:19:12 +0000 2018,4539623059,1005167378018078720,qme,,"Both parties are right-wing, racist capitalists. Bernie sold out the left. Progressives ARE democrats, piss off! He/Him. Socialist. Anti-capitalist!!",@ikerepublican @smileyt22 @PWM62 @suekhi @MaggieDog01 @sss3fnm @dthomicide @SailingCarol @WirelessPuppet @MarenHofstad @torrentprime @LiberalDemIda @studiohq @CKeefeShea @ClarenceMack3 @lizlogan76 @MzDivah67 @SallyAlbright @Deemoney521 @xdelmar59 @56jaytee @Darcman @CNN @DNC @TomPerez @NancyPelosi @chuckschumer @BernieSanders @Corinne4Hillary https://t.co/TrVNb3UpfU,OccupyTheDems,Occupy the democrats,1255,1255,0,33583,865,3791,106289,False,0,False,1
Fri Jun 08 19:25:02 +0000 2018,1934964421,1005168844871229440,en,,,"@OccupyTheDems @smileyt22 @PWM62 @suekhi @MaggieDog01 @sss3fnm @dthomicide @SailingCarol @WirelessPuppet @MarenHofstad @torrentprime @LiberalDemIda @studiohq @CKeefeShea @ClarenceMack3 @lizlogan76 @MzDivah67 @SallyAlbright @Deemoney521 @xdelmar59 @56jaytee @Darcman @CNN @DNC @TomPerez @NancyPelosi @chuckschumer @BernieSanders @Corinne4Hillary ""“If cobalt blue Vermont couldn’t find a way to make single-payer happen, then it’s very unlikely that any other state will,” said Jack Mozloom, spokesman for the National Federation of Independent Business."" https://t.co/OsSOvvjE5A",ikerepublican,Lois Newton,975,975,0,112301,471,1972,155306,False,1,False,1
